Forest	1	adult_6	Tanoontchi	狸猫吉	狸貓吉	tanoontchi-tanoontchifaceforward-artwork-png
Forest	2	young	Toddle Young	特库特库	特庫特庫	toddle-young-foresttoddleyoungparadiseartwork-png
Forest	2	adult_perfect	Lessapantchi	小熊猫吉	小熊貓吉	lessapantchi-lessapantchifaceforward-artwork-png
Forest	2	adult_0_1	Kanokotchi	小鹿吉	小鹿吉	kanokotchi-kanokotchifaceforward-artwork-png
Forest	2	adult_2_5	Suigyutchi	水牛吉	水牛吉	suigyutchi-sugyutchifaceforward-artwork-png
Forest	2	adult_6	Panbootchi	熊猫猪吉	熊貓豬吉	panbootchi-panbootchifaceforward-artwork-png
Forest	3	young	Chirp Young	皮优皮优	皮優皮優	chirp-young-forestchirpyoungparadiseartwork-png
Forest	3	adult_perfect	Kachitchi	鹊鹊吉	鵲鵲吉	kachitchi-kachitchifaceforward-artwork-png
Forest	3	adult_0_1	Tokipatchi	朱鹭吉	朱鷺吉	tokipatchi-tokipatchifaceforward-artwork-png
Forest	3	adult_2_5	Kuchipatchi	大嘴吉	大嘴吉	kuchipatchi-kuchipatchi-paradise-png
Forest	3	adult_6	Sparrotchi	麻雀吉	麻雀吉	sparrotchi-sparrotchifaceforward-artwork-png
Forest	4	young	Sprout Young	扭奇扭奇	扭奇扭奇	sprout-young-forestsproutyoungparadiseartwork-png
Forest	4	adult_perfect	Shiitaketchi	香菇吉	香菇吉	shiitaketchi-shitaketchifaceforward-artwork-png
Forest	4	adult_0_1	Peatchi	桃桃吉	桃桃吉	peatchi-peatchifaceforward-artwork-png
Forest	4	adult_2_5	Nappatchi	菜叶吉	菜葉吉	nappatchi-nappatchifaceforward-png
Forest	4	adult_6	Rushraditchi	跑萝吉	跑蘿吉	rushraditchi-rushraditchifaceforward-artwork-png
Forest	5	hidden	Tatsutchi	立龙吉	立龍吉	tatsutchi-tatsutchi-front-facing-artwork-png
Sky	1	young	Flap Young	帕塔帕塔	帕塔帕塔	flap-young-flap-young-paradise-artwork-png
Sky	1	adult_perfect	Horhotchi	伙伙吉	伙伙吉	horhotchi-horhotchi-paradise-png
Sky	1	adult_0_1	Mongatchi	飞鼠吉	飛鼠吉	mongatchi-mongatchi-paradise-artwork-png
Sky	1	adult_2_5	Eagletchi	伊哥吉	伊哥吉	eagletchi-eagletchi-paradise-png
Sky	1	adult_6	Batatchi	蝠吉	蝠吉	batatchi-batatchi-paradise-png
Sky	2	young	Chirp Young	皮优皮优	皮優皮優	chirp-young-chirp-young-paradise-artwork-png
Sky	2	adult_perfect	Peacotchi	孔雀吉	孔雀吉	peacotchi-peacotchi-paradise-png
Sky	2	adult_0_1	Hatchitchi	啪嗒吉	啪嗒吉	hatchitchi-hatchitchi-paradise-png
Sky	2	adult_2_5	Kuchipatchi	大嘴吉	大嘴吉	kuchipatchi-kuchipatchi-paradise-png
Sky	2	adult_6	Kiwitchi	奇异吉	奇異吉	kiwitchi-kiwitchi-paradise-png
Sky	3	young	Bumble Young	奔奔	奔奔	bumble-young-bumble-young-png
Sky	3	adult_perfect	Papillotchi	蝶蝶吉	蝶蝶吉	papillotchi-papillotchi-paradise-png
Sky	3	adult_0_1	Kabutotchi	甲虫吉	甲蟲吉	kabutotchi-kabutotchi-paradise-png
Sky	3	adult_2_5	Tentotchi	小瓢吉	小瓢吉	tentotchi-tentotchi-paradise-png
Sky	3	adult_6	Batchi	蜂蜂吉	蜂蜂吉	batchi-batchi-paradise-png
Sky	4	young	Rocky Young	卡奇卡奇	卡奇卡奇	rocky-young-rocky-young-png
Sky	4	adult_perfect	Gemtchi	宝石吉	寶石吉	gemtchi-gemtchi-paradise-png
Sky	4	adult_0_1	Oretatchi	矿石吉	礦石吉	oretatchi-oretatchi-paradise-png
Sky	4	adult_2_5	Ishikorotchi	岩石吉	岩石吉	ishikorotchi-ishikorotchi-paradise-png
Sky	4	adult_6	Magmatchi	岩浆吉	岩漿吉	magmatchi-magmatchi-paradise-png
Sky	hidden	hidden	Yayacorntchi	独角吉	獨角吉	yayacorntchi-yayacorntchi-paradise-png
Water	1	young	Glide Young	斯亦斯亦	斯亦斯亦	glide-young-glide-young-png
Water	1	adult_perfect	Irukatchi	海豚吉	海豚吉	irukatchi-irukatchi-paradise-png
Water	1	adult_0_1	Kametchi	龟龟吉	龜龜吉	kametchi-kametchi-paradise-png
Water	1	adult_2_5	Kujiratchi	鲸鲸吉	鯨鯨吉	kujiratchi-kujiratchi-paradise-png
Water	1	adult_6	Uruotchi	乌尔吉	烏爾吉	uruotchi-uruotchi-paradise-png
Water	2	young	Paddle Young	拍拍	拍拍	paddle-young-paddle-young-png
Water	2	adult_perfect	Axolopatchi	阿活洛帕吉	阿活洛帕吉	axolopatchi-axolopatchi-paradise-png
Water	2	adult_0_1	Imoritchi	伊莫哩吉	伊莫哩吉	imoritchi-imoritchi-paradise-png
Water	2	adult_2_5	Kawazutchi	雨蛙吉	雨蛙吉	kawazutchi-kawazutchi-paradise-png
Water	2	adult_6	Beavertchi	比巴吉	比巴吉	beavertchi-beavertchi-paradise-png
Water	3	young	Leap Young	皮奇皮奇	皮奇皮奇	leap-young-leap-young-png
Water	3	adult_perfect	Otototchi	海马吉	海馬吉	otototchi-otototchi-paradise-png
Water	3	adult_0_1	Sharktchi	鲨鱼吉	鯊魚吉	sharktchi-sharktchi-paradise-png
Water	3	adult_2_5	Ankotchi	安康吉	安康吉	ankotchi-ankotchi-paradise-png
Water	3	adult_6	Gusokutchi	多多吉	多多吉	gusokutchi-gusokutchi-paradise-png
Water	4	young	Float Young	浮游浮游	浮游浮游	float-young-float-young-png
Water	4	adult_perfect	Kuraratchi	浮浮吉	浮浮吉	kuraratchi-kuraratchi-paradise-png
Water	4	adult_0_1	Mendakotchi	萌哒吉	萌噠吉	mendakotchi-mendakotchi-paradise-png
Water	4	adult_2_5	Amefuratchi	海兔吉	海兔吉	amefuratchi-amefuratchi-paradise-png
Water	4	adult_6	Tachutchi	足足吉	足足吉	tachutchi-tachutchi-paradise-png
Water	hidden	hidden	Mermarintchi	人鱼吉	人魚吉	mermarintchi-mermarintchi-paradise-png
Tropical	1	young	Lick Young	羔羔	羔羔	lick-young-tropicallickyoungparadiseartwork-png
Tropical	1	adult_perfect	Tropical Meowtchi	南方猫猫吉	南方貓貓吉	tropical-meowtchi-tropicalmeowtchiparadiseartwork-png
Tropical	1	adult_0_1	Madillotchi	犰狳吉	犰狳吉	madillotchi-madillotchiparadiseartwork-png
Tropical	1	adult_2_5	Tarantytchi	塔兰托吉	塔蘭托吉	tarantytchi-tarantytchiparadiseartwork-png
Tropical	1	adult_6	Crocotchi	鳄鱼吉	鱷魚吉	crocotchi-crocotchiparadiseartwork-png
Tropical	2	young	Toddle Young	特库	特庫	toddle-young-tropicaltoddleyoungparadiseartwork-png
Tropical	2	adult_perfect	Tropical Mametchi	南方豆丁吉	南方豆丁吉	tropical-mametchi-tropicalmametchiparadiseartwork-png
Tropical	2	adult_0_1	Parorotchi	鹦鹉吉	鸚鵡吉	parorotchi-parorotchiparadiseartwork-png
Tropical	2	adult_2_5	Tenatchi	长臂吉	長臂吉	tenatchi-tenatchiparadiseartwork-png
Tropical	2	adult_6	Namakemotchi	树懒吉	樹懶吉	namakemotchi-namakemotchiparadiseartwork-png
Tropical	3	young	Roar Young	佩洛	佩洛	roar-young-tropicalroaryoungparadiseartwork-png
Tropical	3	adult_perfect	Kuikuitchi	食蚁吉	食蟻吉	kuikuitchi-kuikuitchiparadiseartwork-png
Tropical	3	adult_0_1	Poizutchi	箭蛙吉	箭蛙吉	poizutchi-poizutchiparadiseartwork-png
Tropical	3	adult_2_5	Chameleotchi	变色龙吉	變色龍吉	chameleotchi-chameleotchi-png
Tropical	3	adult_6	Iguanatchi	鬣蜥吉	鬣蜥吉	iguanatchi-iguanatchiparadiseartwork-png
Tropical	4	young	Sprout Young	扭奇	扭奇	sprout-young-tropicalsproutyoungparadiseartwork-png
Tropical	4	adult_perfect	Yashikitchi	椰树吉	椰樹吉	yashikitchi-yashikitchiparadiseartwork-png
Tropical	4	adult_0_1	Tropical Potsunentchi	南方一朵吉	南方一朵吉	tropical-potsunentchi-tropicalpotsunentchiparadiseartwork-png
Tropical	4	adult_2_5	Ananatchi	菠萝吉	菠蘿吉	ananatchi-ananatchiparadiseartwork-png
Tropical	4	adult_6	Avovotchi	牛油果吉	牛油果吉	avovotchi-avovotchiparadiseartwork-png
Tropical	5	hidden	Manapatchi	马纳叶吉	馬納葉吉	manapatchi-manapatchiparadiseartwork-png
Ice	1	young	Toddle Young	羔羔	羔羔	toddle-young-frozentoddleyoungparadiseartwork-png
Ice	1	adult_perfect	Okojotchi	雪貂吉	雪貂吉	okojotchi-okojotchiparadiseartwork-png
Ice	1	adult_0_1	Wolftchi	冰狼吉	冰狼吉	wolftchi-wolftchiparadiseartwork-png
Ice	1	adult_2_5	Polakumatchi	冰熊吉	冰熊吉	polakumatchi-polakumatchiparadiseartwork-png
Ice	1	adult_6	Azaratchi	海豹吉	海豹吉	azaratchi-azaratchiparadiseartwork-png
Ice	2	young	Glide Young	斯亦	斯亦	glide-young-frozenglideyoungparadiseartwork-png
Ice	2	adult_perfect	Icy Irukatchi	白海豚吉	白海豚吉	icy-irukatchi-shiroirukatchiparadiseartwork-png
Ice	2	adult_0_1	Ginjirotchi	银次郎吉	銀次郎吉	ginjirotchi-ginjirotchiparadiseartwork-png
Ice	2	adult_2_5	Rakkotchi	海獭吉	海獺吉	rakkotchi-rakkotchiparadiseartwork-png
Ice	2	adult_6	Hoppentchi	企鹅吉	企鵝吉	hoppentchi-hoppentchiparadiseartwork-png
Ice	3	young	Roar Young	特库	特庫	roar-young-frozenroaryoungparadiseartwork-png
Ice	3	adult_perfect	Lemmingtchi	旅鼠吉	旅鼠吉	lemmingtchi-lemmingtchiparadiseartwork-png
Ice	3	adult_0_1	Moosetchi	驼鹿吉	駝鹿吉	moosetchi-moosetchiparadiseartwork-png
Ice	3	adult_2_5	Raichotchi	雷鸟吉	雷鳥吉	raichotchi-raichotchiparadiseartwork-png
Ice	3	adult_6	Yukiusatchi	雪兔吉	雪兔吉	yukiusatchi-yukiusatchiparadiseartwork-png
Ice	4	young	Float Young	浮游	浮游	float-young-frozenfloatyoungparadiseartwork-png
Ice	4	adult_perfect	Nerinetchi	海天使吉	海天使吉	nerinetchi-nerinetchiparadiseartwork-png
Ice	4	adult_0_1	Dangouotchi	圆鱼吉	圓魚吉	dangouotchi-dangouotchiparadiseartwork-png
Ice	4	adult_2_5	Yaytytchi	雪蟹吉	雪蟹吉	yaytytchi-yaytytchiparadiseartwork-png
Ice	4	adult_6	Yukiraratchi	雪晶吉	雪晶吉	yukiraratchi-yukiraratchiparadiseartwork-png
Ice	hidden	hidden	Hobohorntchi	独角鲸吉	獨角鯨吉	hobohorntchi-hobohorntchiparadiseartwork-png
