community_zh	Kiwitchi	奇異鳥星人	kiwitchi-kiwitchi-paradise-png
community_zh	Konkotchi	小狐星人	konkotchi-konkotchifaceforward-artwork-png
community_zh	Kujiratchi	鯨魚星人	kujiratchi-kujiratchi-paradise-png
community_zh	Lemmingtchi	旅鼠星人	lemmingtchi-lemmingtchiparadiseartwork-png
community_zh	Leopatchi	豹星人	leopatchi-leopatchi-paradise-png
community_zh	Lessapantchi	小貓熊星人	lessapantchi-lessapantchifaceforward-artwork-png
community_zh	Lick Young	熱帶舔舔青年體	lick-young-tropicallickyoungparadiseartwork-png
community_zh	Raichotchi	雷鳥吉	raichotchi-raichotchiparadiseartwork-png
community_zh	Rakkotchi	海獺吉	rakkotchi-rakkotchiparadiseartwork-png
community_zh	Sharktchi	鯊魚吉	sharktchi-sharktchi-paradise-png
community_zh	Sheeptchi	綿羊吉	sheeptchi-sheeptchi-paradise-png
community_zh	Shiitaketchi	香菇吉	shiitaketchi-shitaketchifaceforward-artwork-png
community_zh	Sparrotchi	麻雀吉	sparrotchi-sparrotchifaceforward-artwork-png
community_zh	Suigyutchi	水牛吉	suigyutchi-sugyutchifaceforward-artwork-png
descriptive_zh	Bumble Young	嗡嗡青年體	bumble-young-bumble-young-png
descriptive_zh	Chirp Young	啾啾青年體	chirp-young-chirp-young-paradise-artwork-png
descriptive_zh	Flap Young	拍拍青年體	flap-young-flap-young-paradise-artwork-png
descriptive_zh	Float Young	漂漂青年體	float-young-float-young-png
descriptive_zh	Forest Kid	森林幼年體	forest-kid-forestkidparadiseartwork-png
descriptive_zh	Frozen Kid	冰原幼年體	frozen-kid-frozenkidparadiseartwork-png
descriptive_zh	Glide Young	滑翔青年體	glide-young-glide-young-png
descriptive_zh	Land Kid	陸地幼年體	land-kid-land-kid-png
descriptive_zh	Leap Young	跳跳青年體	leap-young-leap-young-png
descriptive_zh	Lick Young	舔舔青年體	lick-young-lick-young-png
descriptive_zh	Paddle Young	划划青年體	paddle-young-paddle-young-png
descriptive_zh	Roar Young	吼吼青年體	roar-young-roar-young-png
descriptive_zh	Rocky Young	岩岩青年體	rocky-young-rocky-young-png
descriptive_zh	Sky Kid	天空幼年體	sky-kid-sky-kid-png
descriptive_zh	Sprout Young	芽芽青年體	sprout-young-sprout-young-png
descriptive_zh	Toddle Young	踏踏青年體	toddle-young-toddle-young-png
descriptive_zh	Tropical Kid	熱帶幼年體	tropical-kid-tropicalkidparadiseartwork-png
descriptive_zh	Water Kid	水域幼年體	water-kid-water-kid-png
official_zh	Furawatchi	花花星人	furawatchi-furawatchi-paradise-artwork-png
official_zh	Kuchipatchi	大嘴巴	kuchipatchi-kuchipatchi-paradise-png
official_zh	Mametchi	麻每吉	mametchi-mametchi-paradise-png
official_zh	Mimitchi	大耳吉	mimitchi-mimitchi-paradise-png
official_zh	Tropical Mametchi	熱帶麻每吉	tropical-mametchi-tropicalmametchiparadiseartwork-png
transliteration	Batchi	巴麻呂	batchi-batchi-paradise-png
transliteration	Chirp Young	森林啾啾青年體	chirp-young-forestchirpyoungparadiseartwork-png
transliteration	Dangouotchi	丹戈烏奧吉	dangouotchi-dangouotchiparadiseartwork-png
transliteration	Eagletchi	伊古魯吉	eagletchi-eagletchi-paradise-png
transliteration	Elizardotchi	艾利札多吉	elizardotchi-elizardotchi-paradise-png
transliteration	Float Young	冰原漂漂青年體	float-young-frozenfloatyoungparadiseartwork-png
transliteration	Forest Horhotchi	森林霍霍吉	forest-horhotchi-foresthorhotchifaceforward-artwork-png
transliteration	Gemtchi	傑姆吉	gemtchi-gemtchi-paradise-png
transliteration	Glide Young	冰原滑翔青年體	glide-young-frozenglideyoungparadiseartwork-png
transliteration	Gumax	古馬克斯	gumax-gumax-paradise-png
transliteration	Gusokutchi	古索庫吉	gusokutchi-gusokutchi-paradise-png
transliteration	Hatchitchi	哈奇吉	hatchitchi-hatchitchi-paradise-png
transliteration	Heavytchi	赫比吉	heavytchi-heavytchi-paradise-png
transliteration	Hobohorntchi	霍波霍恩吉	hobohorntchi-hobohorntchiparadiseartwork-png
transliteration	Hoppentchi	霍彭吉	hoppentchi-hoppentchiparadiseartwork-png
transliteration	Horhotchi	霍霍吉	horhotchi-horhotchi-paradise-png
transliteration	Kuikuitchi	咕伊咕伊星人	kuikuitchi-kuikuitchiparadiseartwork-png
transliteration	Kuraratchi	庫拉拉星人	kuraratchi-kuraratchi-paradise-png
transliteration	Madillotchi	馬迪羅吉	madillotchi-madillotchiparadiseartwork-png
transliteration	Magmatchi	瑪格瑪吉	magmatchi-magmatchi-paradise-png
transliteration	Manapatchi	瑪納帕吉	manapatchi-manapatchiparadiseartwork-png
transliteration	Mendakotchi	曼達可吉	mendakotchi-mendakotchi-paradise-png
transliteration	Meowtchi	喵吉	meowtchi-meowtchi-png
transliteration	Mermarintchi	梅爾瑪琳吉	mermarintchi-mermarintchi-paradise-png
transliteration	Molmotchi	莫爾莫吉	molmotchi-molmotchi-paradise-png
transliteration	Mongatchi	蒙加吉	mongatchi-mongatchi-paradise-artwork-png
transliteration	Moosetchi	穆斯吉	moosetchi-moosetchiparadiseartwork-png
transliteration	Namakemotchi	納馬克莫吉	namakemotchi-namakemotchiparadiseartwork-png
transliteration	Nappatchi	納帕吉	nappatchi-nappatchifaceforward-png
transliteration	Nerinetchi	內里內吉	nerinetchi-nerinetchiparadiseartwork-png
transliteration	Okojotchi	奧可喬吉	okojotchi-okojotchiparadiseartwork-png
transliteration	Oretatchi	奧雷塔吉	oretatchi-oretatchi-paradise-png
transliteration	Otototchi	奧托托吉	otototchi-otototchi-paradise-png
transliteration	Panbootchi	潘布吉	panbootchi-panbootchifaceforward-artwork-png
transliteration	Papillotchi	帕皮洛吉	papillotchi-papillotchi-paradise-png
transliteration	Parorotchi	帕羅羅吉	parorotchi-parorotchiparadiseartwork-png
transliteration	Peacotchi	皮可吉	peacotchi-peacotchi-paradise-png
transliteration	Peatchi	皮吉	peatchi-peatchifaceforward-artwork-png
transliteration	Pochitchi	波奇吉	pochitchi-pochitchi-paradise-png
transliteration	Poizutchi	波伊祖吉	poizutchi-poizutchiparadiseartwork-png
transliteration	Polakumatchi	波拉庫馬吉	polakumatchi-polakumatchiparadiseartwork-png
transliteration	Potsunentchi	波茨南吉	potsunentchi-potsunentchi-paradise-png
transliteration	Ratchi	拉吉	ratchi-ratchi-paradise-png
transliteration	Roar Young	冰原吼吼青年體	roar-young-frozenroaryoungparadiseartwork-png
transliteration	Roar Young	森林吼吼青年體	roar-young-forestroaryoungparadiseartwork-png
transliteration	Roar Young	熱帶吼吼青年體	roar-young-tropicalroaryoungparadiseartwork-png
transliteration	Rushraditchi	蘿蔔吉	rushraditchi-rushraditchifaceforward-artwork-png
transliteration	Sebiretchi	背鰭吉	sebiretchi-sebiretchi-paradise-png
transliteration	Shigemi-san	茂美先生	shigemi-san-shigemisan-paradise-png
transliteration	Sprout Young	森林芽芽青年體	sprout-young-forestsproutyoungparadiseartwork-png
transliteration	Sprout Young	熱帶芽芽青年體	sprout-young-tropicalsproutyoungparadiseartwork-png
transliteration	Tachutchi	塔丘吉	tachutchi-tachutchi-paradise-png
transliteration	Tanoontchi	塔農吉	tanoontchi-tanoontchifaceforward-artwork-png
transliteration	Tarantytchi	塔蘭蒂吉	tarantytchi-tarantytchiparadiseartwork-png
transliteration	Tatsutchi	塔圖吉	tatsutchi-tatsutchi-front-facing-artwork-png
transliteration	Tenatchi	特納吉	tenatchi-tenatchiparadiseartwork-png
transliteration	Tentotchi	天道吉	tentotchi-tentotchi-paradise-png
transliteration	Tigaotchi	提高吉	tigaotchi-tigaotchifaceforward-artwork-png
transliteration	Toddle Young	冰原踏踏青年體	toddle-young-frozentoddleyoungparadiseartwork-png
transliteration	Toddle Young	森林踏踏青年體	toddle-young-foresttoddleyoungparadiseartwork-png
transliteration	Toddle Young	熱帶踏踏青年體	toddle-young-tropicaltoddleyoungparadiseartwork-png
transliteration	Tokipatchi	托基帕吉	tokipatchi-tokipatchifaceforward-artwork-png
transliteration	Tropical Meowtchi	熱帶喵吉	tropical-meowtchi-tropicalmeowtchiparadiseartwork-png
transliteration	Tropical Potsunentchi	熱帶波茨南吉	tropical-potsunentchi-tropicalpotsunentchiparadiseartwork-png
transliteration	Tustustchi	圖斯圖斯吉	tustustchi-tustustchi-paradise-png
transliteration	Uruotchi	烏魯奧吉	uruotchi-uruotchi-paradise-png
transliteration	Wolftchi	沃爾夫吉	wolftchi-wolftchiparadiseartwork-png
transliteration	Yashikitchi	屋敷吉	yashikitchi-yashikitchiparadiseartwork-png
transliteration	Yayacorntchi	雅雅角吉	yayacorntchi-yayacorntchi-paradise-png
transliteration	Yaytytchi	雅伊蒂吉	yaytytchi-yaytytchiparadiseartwork-png
transliteration	Yukiraratchi	雪拉拉吉	yukiraratchi-yukiraratchiparadiseartwork-png
transliteration	Yukiusatchi	雪兔吉	yukiusatchi-yukiusatchiparadiseartwork-png
